Ticker,Date,Time,LTP,LTQ
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,07:32:12,1452.1,50
RELIANCE.NSE,04-08-25,20:48:52,14.115,2
RELIANCE.NSE,04-08-25,22:03:20,1411.5,2

[DEBUG] Instrument: {'symbol': 'RELIANCE', 'exchange': 'NSE', 'exchange_code': 1, 'token': '2885', 'trading_symbol': 'RELIANCE-EQ', 'company': 'RELIANCE INDUSTRIES LTD', 'multiplier': 100}
[subscribe_ticker] Registered 2885_1
📤 Sending subscribe packet: {"a": "subscribe", "v": [[1, 2885]], "m": "marketdata"}
📩 Subscribed to token 2885
✅ Recording started for RELIANCE.NSE
[DEBUG] Polled tick: None
🟡 on_message() triggered. Raw length: 102
[on_message] HEX: 010100000b450002275e68908b52000000020060537400000000000000000002275e00000816000000000000000000000000000008160002270468908b52000220f60002292a00021fa20002206a00025ddc0001b37d0001ea00000256d40000000000000000
[on_message] Received message
[on_message] mode = 1
[on_message] raw message = b"\x01\x01\x00\x00\x0bE\x00\x02'^h\x90\x8bR\x00\x00\x00\x02\x00`St\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02'^\x00\x00\x08\x16\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x16\x00\x02'\x04h\x90\x8bR\x00\x02 \xf6\x00\x02)*\x00\x02\x1f\xa2\x00\x02 j\x00\x02]\xdc\x00\x01\xb3}\x00\x01\xea\x00\x00\x02V\xd4\x00\x00\x00\x00\x00\x00\x00\x00"
[on_message] Subscribed callbacks keys: ['2885_1']
📨 Decoded tick: {'mode': 1, 'exchange_code': 1, 'instrument_token': 2885, 'last_traded_price': 141150, 'last_traded_quantity': 2, 'timestamp': '04-08-2025 22:03:20'}
[decode] Message length: 102
📨 Raw tick received: {'mode': 1, 'exchange_code': 1, 'instrument_token': 2885, 'last_traded_price': 141150, 'last_traded_quantity': 2, 'timestamp': '04-08-2025 22:03:20'}
[on_message] Constructed key: '2885_1'
[on_message] Available callback keys: ['2885_1']
[on_message] Constructed key = '2885_1' from token = 2885, exchange = 1
[on_message] Callback found for key: 2885_1,invoking...
[Connect] Tick received: {'mode': 1, 'exchange_code': 1, 'instrument_token': 2885, 'last_traded_price': 141150, 'last_traded_quantity': 2, 'timestamp': '04-08-2025 22:03:20'}
[Connect] Tick received: {'mode': 1, 'exchange_code': 1, 'instrument_token': 2885, 'last_traded_price': 141150, 'last_traded_quantity': 2, 'timestamp': '04-08-2025 22:03:20'}
[DEBUG] Polled tick: {'mode': 1, 'exchange_code': 1, 'instrument_token': 2885, 'last_traded_price': 141150, 'last_traded_quantity': 2, 'timestamp': '04-08-2025 22:03:20'}
[record_ticker] Tick LTP: 1411.5 LTQ: 2
💾 Saving tick to data\RELIANCE.NSE.csv: {'symbol': 'RELIANCE.NSE', 'date': '04-08-25', 'time': '22:03:20', 'ltp': 1411.5, 'ltq': 2}
[DEBUG] Polled tick: None
[DEBUG] Polled tick: None
[DEBUG] Polled tick: None
[DEBUG] Polled tick: None
[DEBUG] Polled tick: None
[DEBUG] Polled tick: None
[DEBUG] Polled tick: None
[DEBUG] Polled tick: None
